Location,Season,Year,Area,Rainfall,Temperature,Soil type,Irrigation,yeilds,Humidity,Crops,price
Gulbarga,Rabi,2017,917,3360,38,Red,Spray,61,52.5,Coconut,203317
Gulbarga,Rabi,2018,819,3360,38,Red,Spray,67,56,Coconut,2134
Gulbarga,Rabi,2004,619,3360,38,Red,Spray,62,57,Coconut,45186
Gulbarga,Rabi,2005,391,3605.4,39,Red,Spray,32,57.5,Coconut,238542
Gulbarga,Rabi,2006,211,3605.4,39,Red,Spray,22,57,Coconut,1516
Gulbarga,Rabi,2007,153,3605.4,39,Red,Spray,25,55,Coconut,200000
Gulbarga,Rabi,2008,111,3512.4,40,Red,Spray,4,56,Coconut,4847
Gulbarga,Rabi,2004,5174,3550,41,Sandy,Spray,2089,54,Coconut,51239
Gulbarga,Rabi,2004,5294,3654,42,Sandy,Spray,2810,58,Coconut,216396
Gulbarga,Rabi,2004,5474,3654,42,Sandy,Spray,841,58,Coconut,2644
Gulbarga,Rabi,2004,5864,3654,42,Sandy,Spray,3550,59,Coconut,44235
Gulbarga,Rabi,2004,7028,233,43,Sandy,Spray,109,50,Coconut,203317
Gulbarga,Rabi,2004,7403,233,43,Sandy,Spray,3368,54,Coconut,2134
Gulbarga,Rabi,2004,7501,233,128,Sandy,Drip,3671,53,Cocoa,45186
Gulbarga,Rabi,2004,7714,2903.1,129,Sandy,Drip,2404,52,Cocoa,238542
Gulbarga,Rabi,2004,7856,2903.1,130,Sandy,Drip,2805,51,Cocoa,1516
Gulbarga,Rabi,2004,32,2903.1,131,Sandy,Drip,2331,57,Cocoa,57259
Gulbarga,Rabi,2004,1,2996.6,132,Sandy,Drip,2088,57,Cocoa,234779
Gulbarga,Rabi,2004,30,2996.6,133,Sandy,Drip,2628,60,Cocoa,1493
Gulbarga,Rabi,2004,6,2996.6,134,Sandy,Drip,1939,57,Coffee,64409
Gulbarga,Rabi,2004,15,3522.8,135,Sandy,Drip,1871,57,Coffee,249978
Gulbarga,Rabi,2004,4,3522.8,136,Sandy,Drip,1868,54,Coffee,637
Gulbarga,Rabi,2004,39,3522.8,137,Sandy,Drip,127919,54.5,Coffee,43311
Gulbarga,Rabi,2004,6,3729.8,138,Sandy,Drip,75340,56.6,Coffee,24848
Gulbarga,Rabi,2004,12,3729.8,139,Sandy,Drip,29170,55.5,Coffee,761
Gulbarga,Rabi,2004,3,3729.8,140,Sandy,Drip,1901,58.5,Coffee,45608
Gulbarga,Rabi,2004,17,2746.2,141,Sandy,Drip,972,59.5,Coffee,234581
Gulbarga,Rabi,2004,3,2746.2,142,Sandy,Drip,874,55,Coffee,646
Gulbarga,Rabi,2004,9,2746.2,143,Sandy,Drip,592,53,Coffee,43562
Gulbarga,Rabi,2004,21,3360,144,Sandy,Drip,864,53.5,Coffee,200000
Gulbarga,Rabi,2004,11,3360,27,Sandy,Drip,5373,52.5,Coffee,4847
Gulbarga,Rabi,2004,4,3360,27,Sandy,Drip,6589,56,Coffee,51239
Gulbarga,Rabi,2004,15,3605.4,27,Sandy,Drip,5107,57,Coffee,216396
Gulbarga,Rabi,2004,8,3605.4,27,Sandy,Drip,5518,57.5,Coffee,2644
Gulbarga,Rabi,2004,29,3605.4,27,Sandy,Drip,4912,57,Cardamum,44235
Gulbarga,Rabi,2004,1,3512.4,27,Sandy,Drip,3830,55,Cardamum,203317
Gulbarga,Rabi,2004,13736,3512.4,27.2,Sandy,Drip,4,56,Cardamum,2134
Gulbarga,Rabi,2004,14003,3512.4,27.2,Sandy,Drip,9,54,Cardamum,45186
Gulbarga,Rabi,2004,14179,3296,27.2,Alluvial,Drip,12,58,Cardamum,238542
Gulbarga,Rabi,2004,14319,3296,27,Alluvial,Drip,2089,58,Cardamum,1516
Gulbarga,Rabi,2004,14464,3296,27,Alluvial,Drip,2810,59,Cardamum,57259
Gulbarga,Rabi,2004,14876,3550,27,Alluvial,Drip,841,50,Cardamum,234779
Gulbarga,Rabi,2004,14976,3550,27,Alluvial,Drip,3550,54,Cardamum,1493
Gulbarga,Rabi,2004,15009,3550,27,Alluvial,Drip,109,53,Cardamum,64409
Gulbarga,Zaid,2004,29,233,40,Black,Basin,98,57,Coconut,1493
Gulbarga,Zaid,2004,1,233,40,Black,Basin,3,57,Coconut,64409
Gulbarga,Zaid,2004,13736,233,40,Black,Basin,58637,54,Coconut,249978
Gulbarga,Zaid,2004,14003,234,41,Black,Basin,59777,54.5,Coconut,637
Gulbarga,Zaid,2004,14179,234,41,Black,Basin,60528,56.6,Coconut,43311
Gulbarga,Zaid,2004,14319,234,41,Black,Basin,61126,55.5,Coconut,24848
Gulbarga,Zaid,2004,14464,3105,42,Black,Basin,623687,58.5,Coconut,761
Gulbarga,Zaid,2004,14876,3105,42,Black,Basin,63504,59.5,Coconut,45608
Gulbarga,Zaid,2004,14976,3105,42,Black,Basin,63931,55,Coconut,234581
Gulbarga,Zaid,2004,15009,236,43,Black,Basin,73730,53,Coconut,646
Gulbarga,Zaid,2004,15114,2903.1,27,Black,Spray,118416,53.5,Coconut,43562
Gulbarga,Zaid,2004,16224,2903.1,27,Black,Spray,130132,52.5,Coconut,200000
Gulbarga,Zaid,2004,17095,2903.1,27,Black,Spray,154889,56,Coconut,4847
Gulbarga,Zaid,2004,17512,2996.6,27,Black,Spray,171739,57,Coconut,51239
Gulbarga,Zaid,2004,17587,2996.6,27,Black,Spray,172475,57.5,Coconut,216396
Gulbarga,Zaid,2004,17771,2996.6,27,Black,Spray,177939,57,Coconut,2644
Gulbarga,Zaid,2004,17825,3522.8,27.2,Black,Spray,313547,55,Coconut,44235
Gulbarga,Zaid,2004,3147,3522.8,27.2,Black,Spray,2783,56,Coconut,203317
Gulbarga,Zaid,2004,2578,3522.8,27.2,Black,Spray,1533,54,Coconut,2134
Gulbarga,Zaid,2004,1591,3729.8,27,Black,Spray,1647,58,Coconut,45186
Gulbarga,Zaid,2004,1298,3729.8,27,Black,Spray,975,58,Coconut,238542
Gulbarga,Zaid,2004,4,3729.8,27,Black,Spray,2,59,Coconut,1516
Gulbarga,Zaid,2004,1122,2746.2,27,Black,Spray,836,50,Coconut,57259
Gulbarga,Zaid,2004,917,2746.2,27,Loam,Spray,806,54,Coconut,234779
Gulbarga,Zaid,2004,819,2746.2,27,Loam,Spray,880,53,Coconut,1493
Gulbarga,Zaid,2004,619,3360,27.2,Loam,Spray,770,52,Coconut,64409
Gulbarga,Zaid,2004,391,3360,27.2,Loam,Spray,395,51,Coconut,249978
Gulbarga,Zaid,2004,211,3360,27.2,Loam,Spray,187,57,Coconut,637
Gulbarga,Zaid,2004,153,3605.4,27.1,Loam,Spray,187,57,Coconut,43311
Gulbarga,Zaid,2004,111,3605.4,27.1,Loam,Spray,121,60,Coconut,24848
Gulbarga,Zaid,2004,76,3605.4,27.1,Loam,Spray,103,57,Coconut,761
Gulbarga,Zaid,2004,53,3512.4,26.8,Loam,Spray,71,57,Coconut,45608
Gulbarga,Zaid,2004,2688,3512.4,26.8,Loam,Spray,3961,54,Coconut,234581
Gulbarga,Zaid,2004,2311,3512.4,26.8,Loam,Spray,4247,54.5,Coconut,646
Gulbarga,Zaid,2004,2188,3296,37,Loam,Spray,3290,56.6,Coconut,43562
Gulbarga,Zaid,2004,1998,3296,37,Loam,Spray,3138,55.5,Coconut,200000
Gulbarga,Zaid,2004,2006,3296,37,Loam,Spray,3423,58.5,Coconut,4847
Gulbarga,Zaid,2004,2034,3550,38,Loam,Spray,3899,59.5,Coconut,51239
Gulbarga,Zaid,2004,2035,3550,38,Loam,Spray,4015,55,Coconut,216396
Gulbarga,Zaid,2004,2074,3550,38,Loam,Spray,4279,53,Coconut,2644
Gulbarga,Zaid,2004,2127,3654,39,Loam,Spray,4167,53.5,Coconut,44235
Gulbarga,Zaid,2004,2090,3654,39,Loam,Spray,4479,52.5,Coconut,203317
Gulbarga,Zaid,2004,2059,3654,39,Loam,Spray,3699,56,Coconut,2134
Gulbarga,Zaid,2004,2050,233,40,Loam,Spray,4904,57,Coconut,45186
Gulbarga,Zaid,2004,1865,233,40,Loam,Spray,2821,57.5,Coconut,238542
Gulbarga,Zaid,2004,1841,233,40,Loam,Spray,3472,57,Coconut,1516
Gulbarga,Zaid,2004,1799,234,41,Loam,Spray,3647,55,Coconut,200000
Gulbarga,Zaid,2004,1468,234,41,Loam,Spray,393,56,Coconut,4847
Gulbarga,Zaid,2004,568,234,41,Red,Spray,167,54,Coconut,51239
Gulbarga,Zaid,2004,407,3105,42,Red,Spray,71,58,Coconut,216396
Gulbarga,Zaid,2004,177,3105,42,Red,Spray,52,58,Coconut,2644
Gulbarga,Zaid,2004,51,3105,42,Red,Spray,12,59,Coconut,44235
Gulbarga,Zaid,2004,173,236,43,Red,Spray,51,50,Coconut,203317
Gulbarga,Zaid,2004,201,236,43,Red,Spray,61,54,Coconut,2134
Gulbarga,Zaid,2013,206,321,128,Red,Drip,67,53,Cocoa,45186
Gulbarga,Zaid,2014,243,3654,129,Red,Drip,62,52,Cocoa,238542
Gulbarga,Zaid,2015,123,323,130,Red,Drip,32,51,Cocoa,1516
Gulbarga,Zaid,2016,82,324,131,Red,Drip,22,57,Cocoa,57259
Gulbarga,Zaid,2017,74,3105,132,Red,Drip,25,57,Cocoa,234779
Gulbarga,Zaid,2018,18,326,133,Red,Drip,4,60,Cocoa,1493
Gulbarga,Zaid,2004,37,327,134,Red,Drip,9,57,Coffee,64409
Gulbarga,Zaid,2005,35,328,135,Red,Drip,12,57,Coffee,249978
Gulbarga,Zaid,2006,5974,2903.1,136,Red,Drip,2089,54,Coffee,637
Gulbarga,Zaid,2007,6631,2903.1,137,Red,Drip,2810,54.5,Coffee,43311
Gulbarga,Zaid,2008,6705,2903.1,138,Red,Drip,841,56.6,Coffee,24848
Gulbarga,Zaid,2009,5876,2996.6,139,Red,Drip,3550,55.5,Coffee,761
Gulbarga,Zaid,2010,326,2996.6,140,Red,Drip,109,58.5,Coffee,45608
Gulbarga,Zaid,2011,6470,2996.6,141,Red,Drip,3368,59.5,Coffee,234581
Gulbarga,Zaid,2012,6709,3522.8,142,Red,Drip,3671,55,Coffee,646
Gulbarga,Zaid,2013,6186,3522.8,143,Red,Drip,2404,53,Coffee,43562
Gulbarga,Zaid,2014,6503,3522.8,144,Red,Drip,2805,53.5,Coffee,200000
Gulbarga,Zaid,2015,5220,3729.8,145,Red,Drip,2331,52.5,Coffee,4847
Gulbarga,Zaid,2016,4677,3729.8,146,Red,Drip,2088,56,Coffee,51239
Gulbarga,Zaid,2017,4803,3729.8,147,Black,Drip,2628,57,Coffee,216396
Gulbarga,Zaid,2018,3739,2746.2,148,Black,Drip,1939,57.5,Coffee,2644
Gulbarga,Zaid,2004,3529,2746.2,149,Black,Drip,1871,57,Cardamum,44235
Gulbarga,Zaid,2005,3649,2746.2,150,Black,Drip,1868,55,Cardamum,203317
Gulbarga,Zaid,2006,1374,3360,151,Black,Drip,127919,56,Cardamum,2134
Gulbarga,Zaid,2007,933,3360,152,Black,Drip,75340,54,Cardamum,45186
Gulbarga,Zaid,2008,345,3360,153,Black,Drip,29170,58,Cardamum,238542
Gulbarga,Zaid,2009,29,3605.4,154,Black,Drip,1901,58,Cardamum,1516
Gulbarga,Zaid,2004,4,3654,27.2,Sandy loam,Basin,2810,54.5,Ginger,24848
Gulbarga,Zaid,2004,15,3654,27.2,Sandy loam,Basin,841,56.6,Ginger,761
Gulbarga,Zaid,2004,8,233,27.2,Sandy loam,Basin,3550,55.5,Ginger,45608
Gulbarga,Zaid,2004,29,233,27,Sandy loam,Basin,109,58.5,Ginger,234581
Gulbarga,Zaid,2004,1,233,27,Sandy loam,Basin,3368,59.5,Ginger,646
Gulbarga,Zaid,2004,13736,234,27,Sandy loam,Basin,3671,55,Ginger,43562
Gulbarga,Zaid,2004,14003,234,27,Sandy loam,Basin,2404,53,Ginger,200000
Gulbarga,Zaid,2004,14179,234,27,Sandy loam,Basin,2805,53.5,Ginger,4847
Gulbarga,Zaid,2004,14319,3105,27,Sandy loam,Basin,2331,52.5,Ginger,51239
Gulbarga,Zaid,2004,14464,3105,27.2,Sandy loam,Basin,2088,56,Ginger,216396
Gulbarga,Zaid,2004,14876,3105,27.2,Loam,Basin,2628,57,Ginger,2644
Gulbarga,Zaid,2004,14976,236,27.2,Loam,Basin,1939,57.5,Ginger,44235
Gulbarga,Zaid,2004,15009,236,27.1,Loam,Basin,1871,57,Tea,203317
Gulbarga,Zaid,2004,15114,2903.1,27.1,Loam,Basin,1868,55,Tea,2134
Gulbarga,Zaid,2004,16224,2903.1,27.1,Loam,Basin,127919,56,Tea,45186
Gulbarga,Zaid,2004,17095,2903.1,26.8,Loam,Basin,75340,54,Tea,238542
Gulbarga,Zaid,2004,17512,2996.6,26.8,Loam,Basin,29170,58,Tea,1516
Gulbarga,Zaid,2004,17587,2996.6,26.8,Loam,Basin,1901,58,Tea,57259
Gulbarga,Zaid,2004,17771,2996.6,37,Loam,Spray,972,59,Tea,234779
Gulbarga,Zaid,2004,17825,3522.8,37,Loam,Spray,874,50,Tea,1493
Gulbarga,Zaid,2004,3147,3522.8,37,Loam,Spray,592,54,Tea,64409
Gulbarga,Zaid,2004,2578,3522.8,38,Loam,Spray,864,53,Tea,249978
Gulbarga,Zaid,2004,1591,2903.1,38,Loam,Spray,5373,52,Tea,637
Gulbarga,Zaid,2004,1298,2903.1,38,Loam,Spray,6589,51,Tea,43311
Gulbarga,Zaid,2004,4,2903.1,39,Loam,Spray,5107,57,Tea,24848
Gulbarga,Zaid,2015,142,3654,154,Loam,Drip,804,53,Ginger,44235
Gulbarga,Zaid,2016,10505,3654,155,Loam,Basin,30362,59.5,Ginger,203317
Gulbarga,Zaid,2017,51040,233,156,Loam,Basin,124492,55,Ginger,2134
Gulbarga,Zaid,2004,154,233,157,Loam,Basin,792,53,Ginger,45186
Gulbarga,Zaid,2004,10318,233,158,Loam,Basin,34153,53.5,Ginger,238542
Gulbarga,Zaid,2004,48083,234,159,Loam,Basin,2570,52.5,Ginger,1516
Gulbarga,Zaid,2004,143,234,160,Loam,Basin,27170,56,Ginger,57259
Gulbarga,Zaid,2004,9283,234,161,Loam,Basin,114744,57,Ginger,234779
Gulbarga,Zaid,2004,47200,3105,162,Loam,Basin,1402,57.5,Ginger,1493
Gulbarga,Zaid,2004,158,3105,163,Loam,Basin,23456,57,Ginger,64409
Gulbarga,Zaid,2004,8982,3105,164,Loam,Basin,107809,55,Ginger,249978
Gulbarga,Zaid,2004,46990,236,165,Loam,Basin,1132,56,Ginger,637
Gulbarga,Zaid,2004,103,236,166,Loam,Basin,23960,54,Ginger,43311
Gulbarga,Zaid,2004,8239,2903.1,167,Loam,Drip,126487,57,Coconut,200000
Gulbarga,Zaid,2004,44563,2903.1,168,Loam,Drip,804,57.5,Coconut,4847
Gulbarga,Zaid,2004,96,2903.1,169,Loam,Drip,30362,57,Coconut,51239
Gulbarga,Zaid,2004,6949,2996.6,170,Loam,Drip,124492,55,Coconut,216396
Gulbarga,Zaid,2004,44663,2996.6,171,Loam,Drip,792,56,Coconut,2644
Gulbarga,Zaid,2004,110,2996.6,172,Loam,Drip,34153,54,Coconut,44235
Gulbarga,Zaid,2004,6824,2903.1,173,Loam,Drip,132551,58,Coconut,203317
Gulbarga,Zaid,2004,43013,2903.1,174,Loam,Drip,338,58,Coconut,2134
Gulbarga,Zaid,2004,95,2903.1,175,Loam,Drip,22966,59,Coconut,45186
Gulbarga,Zaid,2004,6441,2996.6,176,Loam,Drip,131763,50,Coconut,238542
Gulbarga,Zaid,2004,4012,2996.6,177,Dry sandy,Drip,404,54,Coconut,1516
Gulbarga,Zaid,2004,4877,2996.6,178,Dry sandy,Drip,24184,53,Coconut,57259
Gulbarga,Zaid,2004,4930,3522.8,179,Dry sandy,Drip,124387,52,Coconut,234779
Gulbarga,Zaid,2004,4954,3522.8,180,Dry sandy,Drip,343,51,Coconut,1493
Gulbarga,Zaid,2004,5019,3522.8,181,Dry sandy,Drip,23099,57,Coconut,64409
Gulbarga,Zaid,2004,5127,3729.8,182,Dry sandy,Drip,117825.84,57,Coconut,249978
Gulbarga,Zaid,2004,5174,3729.8,183,Dry sandy,Drip,336,60,Coconut,637
Gulbarga,Zaid,2004,5294,3729.8,184,Dry sandy,Drip,22594,57,Coconut,43311
Gulbarga,Zaid,2004,5474,2746.2,185,Dry sandy,Drip,116481.07,57,Coconut,24848
Gulbarga,Zaid,2004,5864,2746.2,186,Dry sandy,Drip,316,54,Coconut,761
Gulbarga,Zaid,2004,7028,2746.2,187,Dry sandy,Drip,21400,54.5,Coconut,45608
Gulbarga,Zaid,2004,7403,3360,188,Dry sandy,Drip,122102,56.6,Coconut,234581
Gulbarga,Zaid,2004,7501,3360,189,Dry sandy,Drip,382,55.5,Coconut,646
Gulbarga,Zaid,2004,7714,3360,190,Dry sandy,Drip,19578,58.5,Coconut,43562
Madikeri,Kharif,2004,42,3550,164,Black,Drip,3830,57,Pepper,45608
Madikeri,Kharif,2005,51179,3550,165,Black,Drip,4,57,Pepper,234581
Madikeri,Kharif,2006,468,3654,166,Black,Drip,9,54,Pepper,646
Madikeri,Kharif,2007,11841,3654,167,Black,Drip,12,54.5,Pepper,43562
Madikeri,Kharif,2008,50975,3654,168,Black,Drip,2089,56.6,Pepper,200000
Madikeri,Kharif,2009,206,233,169,Black,Drip,2810,55.5,Pepper,4847
Madikeri,Kharif,2010,10922,233,170,Black,Drip,841,58.5,Pepper,51239
Madikeri,Kharif,2011,51390,233,171,Black,Drip,3550,59.5,Pepper,216396
Madikeri,Kharif,2012,177,234,172,Alluvial,Basin,109,55,Pepper,2644
Madikeri,Kharif,2013,10723,234,173,Alluvial,Basin,3368,53,Pepper,44235
Madikeri,Kharif,2014,51709,234,174,Alluvial,Basin,3671,53.5,Pepper,203317
Madikeri,Kharif,2015,146,3105,175,Alluvial,Basin,2404,52.5,Pepper,2134
Madikeri,Kharif,2016,10910,3105,176,Alluvial,Basin,2805,56,Pepper,45186
Madikeri,Kharif,2017,51355,3105,177,Alluvial,Basin,2331,57,Pepper,238542
Madikeri,Kharif,2018,160,236,178,Alluvial,Basin,2088,57.5,Pepper,1516
Madikeri,Kharif,2004,10912,236,179,Alluvial,Basin,2628,57,Arecanut,200000
Madikeri,Kharif,2005,51353,2903.1,180,Alluvial,Basin,1939,55,Arecanut,4847
Madikeri,Kharif,2006,142,2903.1,181,Alluvial,Basin,1871,56,Arecanut,51239
Madikeri,Kharif,2007,10505,2903.1,182,Alluvial,Basin,1868,54,Arecanut,216396
Madikeri,Kharif,2008,51040,2996.6,183,Alluvial,Basin,127919,58,Arecanut,2644
Madikeri,Kharif,2009,154,2996.6,184,Alluvial,Basin,75340,58,Arecanut,44235
Madikeri,Kharif,2010,10318,2996.6,185,Alluvial,Basin,29170,59,Arecanut,203317
Madikeri,Kharif,2011,48083,3522.8,186,Alluvial,Basin,1901,50,Arecanut,2134
Madikeri,Kharif,2012,143,3522.8,187,Alluvial,Basin,972,54,Arecanut,45186
Madikeri,Kharif,2013,9283,3522.8,188,Alluvial,Basin,874,53,Arecanut,238542
Madikeri,Kharif,2014,47200,2903.1,189,Alluvial,Basin,592,52,Arecanut,1516
Madikeri,Kharif,2015,158,2903.1,190,Alluvial,Basin,864,51,Arecanut,57259
Madikeri,Kharif,2016,8982,2903.1,191,Alluvial,Basin,5373,57,Arecanut,234779
Madikeri,Kharif,2012,56,3522.8,206,Arid and Desert,Basin,2810,59.5,Ginger,646
Madikeri,Kharif,2013,68,3729.8,207,Arid and Desert,Basin,841,55,Ginger,43562
Madikeri,Kharif,2014,56,3729.8,208,Arid and Desert,Basin,3550,53,Ginger,200000
Madikeri,Kharif,2015,66,3729.8,209,Arid and Desert,Basin,109,53.5,Ginger,4847
Madikeri,Kharif,2016,55,2746.2,210,Arid and Desert,Basin,3368,52.5,Ginger,51239
Madikeri,Kharif,2017,42,2746.2,211,Arid and Desert,Basin,3671,56,Ginger,216396
Madikeri,Kharif,2004,51179,2746.2,212,Arid and Desert,Basin,2404,57,Ginger,2644
Madikeri,Kharif,2004,468,3360,213,Arid and Desert,Basin,2805,57.5,Ginger,44235
Madikeri,Kharif,2004,11841,3360,214,loamy sand,Basin,2331,57,Tea,203317
Madikeri,Kharif,2004,50975,3360,215,loamy sand,Basin,2088,55,Tea,2134
Madikeri,Kharif,2004,206,3605.4,216,loamy sand,Basin,2628,56,Tea,45186
Madikeri,Kharif,2004,10922,3605.4,217,loamy sand,Basin,1939,54,Tea,238542
Madikeri,Kharif,2004,51390,3605.4,218,loamy sand,Basin,1871,58,Tea,1516
Madikeri,Kharif,2004,177,3512.4,219,loamy sand,Basin,1868,58,Tea,57259
Madikeri,Kharif,2004,10723,3512.4,220,loamy sand,Spray,127919,59,Tea,234779
Madikeri,Kharif,2004,51709,3512.4,221,loamy sand,Spray,75340,50,Tea,1493
Madikeri,Kharif,2004,146,3296,222,loamy sand,Spray,29170,54,Tea,64409
Madikeri,Kharif,2004,10910,3296,27,loamy sand,Spray,1901,53,Tea,249978
Madikeri,Kharif,2004,51355,3296,27,loamy sand,Spray,972,52,Tea,637
Madikeri,Kharif,2004,160,3550,27,loamy sand,Spray,874,51,Tea,43311
Madikeri,Kharif,2004,10912,3550,27,loamy sand,Spray,592,57,Tea,24848
Madikeri,Kharif,2004,51353,3550,27,loamy sand,Spray,864,57,Tea,761
Madikeri,Kharif,2004,142,3654,27.2,loamy sand,Spray,5373,60,Tea,45608
Madikeri,Kharif,2004,10505,3654,27.2,loamy sand,Spray,6589,57,Paddy,234581
Madikeri,Kharif,2004,51040,3654,27.2,loamy sand,Spray,5107,57,Paddy,646
Madikeri,Kharif,2004,154,233,27,loamy sand,Spray,5518,54,Paddy,43562
Madikeri,Kharif,2004,10318,233,27,loamy sand,Spray,4912,54.5,Paddy,200000
Madikeri,Kharif,2004,48083,233,27,loamy sand,Spray,3830,56.6,Paddy,4847
Madikeri,Kharif,2004,143,2903.1,27,loamy sand,Spray,313547,55.5,Paddy,51239
Madikeri,Kharif,2004,9283,2903.1,27,loamy sand,Spray,2783,58.5,Paddy,216396
Madikeri,Rabi,2016,21,233,43,Alluvial,Drip,107809,57.5,Coconut,4847
Madikeri,Rabi,2017,11,233,43,Alluvial,Drip,1132,57,Coconut,51239
Madikeri,Rabi,2018,4,233,27,Alluvial,Drip,23960,55,Coconut,216396
Madikeri,Rabi,2015,15,234,27,Alluvial,Drip,126487,56,Coconut,2644
Madikeri,Rabi,2016,8,234,27,Alluvial,Drip,804,54,Coconut,44235
Madikeri,Rabi,2017,29,234,27,Alluvial,Drip,30362,58,Coconut,203317
Madikeri,Rabi,2018,1,3105,27,Alluvial,Drip,124492,58,Coconut,2134
Madikeri,Rabi,2013,13736,3105,27,Alluvial,Drip,792,59,Coconut,45186
Madikeri,Rabi,2014,14003,3105,27.2,Alluvial,Drip,34153,50,Coconut,238542
Madikeri,Rabi,2015,14179,236,27.2,Alluvial,Drip,132551,54,Coconut,1516
Madikeri,Rabi,2016,14319,2903.1,27.2,Alluvial,Drip,338,53,Coconut,57259
Madikeri,Rabi,2017,14464,2903.1,27,Alluvial,Drip,22966,52,Coconut,234779
Madikeri,Rabi,2018,14876,2903.1,27,Alluvial,Drip,131763,51,Coconut,1493
Madikeri,Rabi,2004,14976,2996.6,27,Alluvial,Drip,404,57,Coconut,64409
Madikeri,Rabi,2005,15009,2996.6,27,Alluvial,Drip,24184,57,Coconut,249978
Madikeri,Rabi,2006,15114,2996.6,27,Alluvial,Drip,124387,60,Coconut,637
Madikeri,Rabi,2007,16224,3522.8,27,Alluvial,Drip,343,57,Coconut,43311
Madikeri,Rabi,2008,17095,3522.8,27.2,Alluvial,Drip,23099,57,Coconut,24848
Madikeri,Rabi,2009,17512,3522.8,27.2,Alluvial,Drip,117825.84,54,Coconut,761
Madikeri,Rabi,2010,17587,3729.8,27.2,Alluvial,Drip,336,54.5,Coconut,45608
Madikeri,Rabi,2011,17771,3729.8,27.1,Arid and Desert,Drip,22594,56.6,Coconut,234581
Madikeri,Rabi,2012,17825,3729.8,27.1,Arid and Desert,Drip,116481.07,55.5,Coconut,646
Madikeri,Rabi,2013,3147,2746.2,27.1,Arid and Desert,Drip,316,58.5,Coconut,43562
Madikeri,Rabi,2014,2578,2746.2,26.8,Arid and Desert,Drip,21400,59.5,Coconut,200000
Madikeri,Rabi,2015,1591,2746.2,26.8,Arid and Desert,Drip,122102,55,Coconut,4847
Madikeri,Rabi,2016,1298,3360,26.8,Arid and Desert,Drip,382,53,Coconut,51239
Madikeri,Rabi,2017,4,3360,37,Arid and Desert,Drip,19578,53.5,Coconut,216396
Madikeri,Rabi,2016,1122,3360,37,Arid and Desert,Drip,121037,52.5,Coconut,2644
Madikeri,Rabi,2017,917,3605.4,37,Arid and Desert,Drip,231,56,Coconut,44235
Madikeri,Rabi,2018,819,3605.4,38,Arid and Desert,Drip,18951,57,Coconut,203317
Madikeri,Rabi,2013,619,3605.4,38,Arid and Desert,Drip,110579,57.5,Coconut,2134
Madikeri,Rabi,2014,391,3512.4,38,Arid and Desert,Drip,221,57,Coconut,45186
Madikeri,Rabi,2015,211,3512.4,39,Arid and Desert,Drip,15362,55,Coconut,238542
Madikeri,Rabi,2014,10910,3729.8,195,Clay,Drip,23960,53,Ginger,44235
Madikeri,Rabi,2015,51355,3729.8,196,Clay,Basin,126487,59.5,Ginger,203317
Madikeri,Rabi,2016,160,3729.8,197,Sandy,Basin,804,55,Ginger,2134
Madikeri,Rabi,2017,10912,2746.2,198,Sandy,Basin,30362,53,Ginger,45186
Madikeri,Rabi,2018,51353,2746.2,199,Sandy,Basin,124492,53.5,Ginger,238542
Madikeri,Rabi,2004,142,2746.2,200,Sandy,Basin,792,52.5,Ginger,1516
Madikeri,Rabi,2005,10505,3360,201,Sandy,Basin,34153,56,Ginger,57259
Madikeri,Rabi,2006,51040,3360,202,Sandy,Basin,2570,57,Ginger,234779
Madikeri,Rabi,2007,154,3360,203,Sandy,Basin,27170,57.5,Ginger,1493
Madikeri,Rabi,2008,10318,3605.4,204,Sandy,Basin,114744,57,Ginger,64409
Madikeri,Rabi,2009,48083,3605.4,205,Sandy,Basin,1402,55,Ginger,249978
Madikeri,Rabi,2010,143,3605.4,206,Sandy,Basin,23456,56,Ginger,637
Madikeri,Rabi,2011,9283,3512.4,207,Sandy,Basin,107809,54,Ginger,43311
Madikeri,Rabi,2012,47200,3512.4,208,Loam,Drip,1132,57,Coconut,200000
Madikeri,Rabi,2013,158,3512.4,209,Loam,Drip,23960,57.5,Coconut,4847
Madikeri,Rabi,2014,8982,3296,210,Loam,Drip,126487,57,Coconut,51239
Madikeri,Rabi,2015,46990,3296,211,Loam,Drip,804,55,Coconut,216396
Madikeri,Rabi,2016,103,3296,212,Loam,Drip,30362,56,Coconut,2644
Madikeri,Rabi,2017,8239,3550,213,Loam,Drip,124492,54,Coconut,44235
Madikeri,Rabi,2018,44563,3550,214,Loam,Drip,792,58,Coconut,203317
Madikeri,Rabi,2004,96,3550,215,Loam,Drip,34153,58,Coconut,2134
Madikeri,Rabi,2005,6949,3654,216,Loam,Drip,132551,59,Coconut,45186
Madikeri,Rabi,2006,44663,3654,217,Loam,Drip,338,50,Coconut,238542
Madikeri,Rabi,2007,110,3654,218,Loam,Drip,22966,54,Coconut,1516
Madikeri,Rabi,2008,6824,233,219,Loam,Drip,131763,53,Coconut,57259
Madikeri,Rabi,2009,43013,233,220,Loam,Drip,404,52,Coconut,234779
Madikeri,Rabi,2010,95,233,221,Loam,Drip,24184,51,Coconut,1493
Madikeri,Rabi,2011,6441,234,222,Loam,Drip,124387,57,Coconut,64409
Madikeri,Rabi,2008,52119,2903.1,43,Clay loam,Drip,2088,54,Coffee,637
